# r,w_mean,copy
2.721844315528869629e-01,6.126085767955373740e+00,1.000000000000000000e+00
2.655164599418640137e-01,5.888990967096106033e+00,1.000000000000000000e+00
2.929152250289916992e-01,6.074583399687981000e+00,1.000000000000000000e+00
2.889566123485565186e-01,5.662562532959782402e+00,1.000000000000000000e+00
2.871163487434387207e-01,5.877987826790558756e+00,1.000000000000000000e+00
2.955251038074493408e-01,5.845393259018237586e+00,1.000000000000000000e+00
2.857464253902435303e-01,5.854360653591356822e+00,1.000000000000000000e+00
2.999170124530792236e-01,5.675850640800490510e+00,1.000000000000000000e+00
2.902154028415679932e-01,5.537227865545901295e+00,1.000000000000000000e+00
2.927866280078887939e-01,5.583732728868199047e+00,1.000000000000000000e+00
2.816153466701507568e-01,5.310493450541798666e+00,1.000000000000000000e+00
2.698803842067718506e-01,5.390790196444868343e+00,1.000000000000000000e+00
3.000271022319793701e-01,5.597713554734582431e+00,1.000000000000000000e+00
3.062953352928161621e-01,5.376630584735721641e+00,1.000000000000000000e+00
2.978672087192535400e-01,5.451284705834041233e+00,1.000000000000000000e+00
2.803752720355987549e-01,5.253837032852970879e+00,1.000000000000000000e+00
2.941193878650665283e-01,5.349480029926780844e+00,1.000000000000000000e+00
2.949260473251342773e-01,5.279972851098136744e+00,1.000000000000000000e+00
2.912662625312805176e-01,5.230443841266605887e+00,1.000000000000000000e+00
2.828385531902313232e-01,5.291198042947144131e+00,1.000000000000000000e+00
2.755499184131622314e-01,5.476869408284983365e+00,1.000000000000000000e+00
2.877073884010314941e-01,5.509131688111665426e+00,1.000000000000000000e+00
2.877073884010314941e-01,5.509131688111665426e+00,1.000000000000000000e+00
2.919174134731292725e-01,5.705709766205472988e+00,1.000000000000000000e+00
2.919174134731292725e-01,5.705709766205472988e+00,1.000000000000000000e+00
2.959657311439514160e-01,5.498737305822942290e+00,1.000000000000000000e+00
2.812207937240600586e-01,5.345698006472957786e+00,1.000000000000000000e+00
2.759036123752593994e-01,5.288857160991028650e+00,1.000000000000000000e+00
2.735493481159210205e-01,5.524784545890724985e+00,1.000000000000000000e+00
2.885882854461669922e-01,5.551082870850223117e+00,1.000000000000000000e+00
2.906592190265655518e-01,5.473531599334819475e+00,1.000000000000000000e+00
2.765254378318786621e-01,5.492880508223606739e+00,1.000000000000000000e+00
2.938125431537628174e-01,5.427532402252836619e+00,1.000000000000000000e+00
2.692345976829528809e-01,5.493398101263665012e+00,1.000000000000000000e+00
2.918238043785095215e-01,5.344944967429910321e+00,1.000000000000000000e+00
2.846204936504364014e-01,5.444078371550858719e+00,1.000000000000000000e+00
2.888340950012207031e-01,5.394376310599909630e+00,1.000000000000000000e+00
2.910962998867034912e-01,5.684710245006499463e+00,1.000000000000000000e+00
2.820639610290527344e-01,5.503300255631984328e+00,1.000000000000000000e+00
2.789093554019927979e-01,5.408312030576780671e+00,1.000000000000000000e+00
2.961123585700988770e-01,5.372348672954103677e+00,1.000000000000000000e+00
3.065881431102752686e-01,5.470563224698707927e+00,1.000000000000000000e+00
3.096073865890502930e-01,5.469159822399888071e+00,1.000000000000000000e+00
2.976181507110595703e-01,5.808934496188157937e+00,1.000000000000000000e+00
2.876123189926147461e-01,5.600734629624639638e+00,1.000000000000000000e+00
2.866787016391754150e-01,5.907819639949593693e+00,1.000000000000000000e+00
2.838913798332214355e-01,6.084485886783113529e+00,1.000000000000000000e+00
2.852154076099395752e-01,5.458521405264036730e+00,1.000000000000000000e+00
2.882482707500457764e-01,5.461960892220304231e+00,1.000000000000000000e+00
2.815414369106292725e-01,5.548548259139352012e+00,1.000000000000000000e+00
2.921628654003143311e-01,5.652681791483701090e+00,1.000000000000000000e+00
2.868285477161407471e-01,5.562030209341173759e+00,1.000000000000000000e+00
2.906903326511383057e-01,5.829476497276118607e+00,1.000000000000000000e+00
2.844815254211425781e-01,5.949277037945648772e+00,1.000000000000000000e+00
2.775185108184814453e-01,5.862140897253993899e+00,1.000000000000000000e+00
3.065025508403778076e-01,6.033320279733743519e+00,1.000000000000000000e+00
3.011952340602874756e-01,6.150188756346324226e+00,1.000000000000000000e+00
2.885661721229553223e-01,5.792926171243379940e+00,1.000000000000000000e+00
2.801769971847534180e-01,5.796391432211748906e+00,1.000000000000000000e+00
2.820491194725036621e-01,5.878612409613197087e+00,1.000000000000000000e+00
2.867467701435089111e-01,5.888986090205435175e+00,1.000000000000000000e+00
2.951768040657043457e-01,5.819796137058801833e+00,1.000000000000000000e+00
3.068847060203552246e-01,5.683301735287386691e+00,1.000000000000000000e+00
2.954333126544952393e-01,5.855462974970578216e+00,1.000000000000000000e+00
2.857668697834014893e-01,5.906149915099376813e+00,1.000000000000000000e+00
2.921115159988403320e-01,5.764095509905018844e+00,1.000000000000000000e+00
2.904864549636840820e-01,5.697655953645153204e+00,1.000000000000000000e+00
2.910461425781250000e-01,5.712913026243768400e+00,1.000000000000000000e+00
2.907266020774841309e-01,5.554359537953132531e+00,1.000000000000000000e+00
2.947064340114593506e-01,5.727958431230945280e+00,1.000000000000000000e+00
2.835221290588378906e-01,5.935803810731158592e+00,1.000000000000000000e+00
2.863553464412689209e-01,5.665112573751684977e+00,1.000000000000000000e+00
3.031235337257385254e-01,5.718822286486101802e+00,1.000000000000000000e+00
2.672215998172760010e-01,5.697357282158918679e+00,1.000000000000000000e+00
2.857349216938018799e-01,5.667130591569730313e+00,1.000000000000000000e+00
2.563591003417968750e-01,5.680338229492917890e+00,1.000000000000000000e+00
2.883192002773284912e-01,5.442492083886463661e+00,1.000000000000000000e+00
2.834205627441406250e-01,5.441402386939444114e+00,1.000000000000000000e+00
2.942895591259002686e-01,5.510860190959647298e+00,1.000000000000000000e+00
2.867106199264526367e-01,5.681898867398558650e+00,1.000000000000000000e+00
3.141829073429107666e-01,5.661128956613538321e+00,1.000000000000000000e+00
2.953758835792541504e-01,5.760007252538343892e+00,1.000000000000000000e+00
2.967250049114227295e-01,5.781192670488962904e+00,1.000000000000000000e+00
2.964597344398498535e-01,5.694497479853453115e+00,1.000000000000000000e+00
2.964597344398498535e-01,5.694497479853453115e+00,1.000000000000000000e+00
3.095817565917968750e-01,5.901614142690959852e+00,1.000000000000000000e+00
3.137338757514953613e-01,5.980655816460057395e+00,1.000000000000000000e+00
3.151860535144805908e-01,5.802272998484113486e+00,1.000000000000000000e+00
3.130701184272766113e-01,5.560229135840927484e+00,1.000000000000000000e+00
3.103951215744018555e-01,5.268902424959378550e+00,1.000000000000000000e+00
2.712511420249938965e-01,5.540117967946571298e+00,1.000000000000000000e+00
2.910029888153076172e-01,5.669632560020545498e+00,1.000000000000000000e+00
2.913947701454162598e-01,5.536768063513591187e+00,1.000000000000000000e+00
2.980875372886657715e-01,5.503502793282677885e+00,1.000000000000000000e+00
2.876145243644714355e-01,5.658050438460122677e+00,1.000000000000000000e+00
2.957323789596557617e-01,5.807174779180058977e+00,1.000000000000000000e+00
2.957323789596557617e-01,5.807174779180058977e+00,1.000000000000000000e+00
2.809650897979736328e-01,5.431167384778746055e+00,1.000000000000000000e+00
3.064896166324615479e-01,5.583766741172439652e+00,1.000000000000000000e+00
2.938190996646881104e-01,5.742011276284756605e+00,1.000000000000000000e+00
3.087759912014007568e-01,6.096419150417204946e+00,1.000000000000000000e+00
3.009959161281585693e-01,5.905916291007088148e+00,1.000000000000000000e+00
2.856746613979339600e-01,5.843609952995393542e+00,1.000000000000000000e+00
2.841159999370574951e-01,5.852320758365749498e+00,1.000000000000000000e+00
2.713051438331604004e-01,5.845295894918308477e+00,1.000000000000000000e+00
2.750041484832763672e-01,6.011126060091555701e+00,1.000000000000000000e+00
2.965654730796813965e-01,6.039111229285481386e+00,1.000000000000000000e+00
2.749475836753845215e-01,6.294293780129009974e+00,1.000000000000000000e+00
2.578128278255462646e-01,6.059357647949582315e+00,1.000000000000000000e+00
2.965759038925170898e-01,6.099909343300168985e+00,1.000000000000000000e+00
2.650915384292602539e-01,5.986324564069946064e+00,1.000000000000000000e+00
2.659476101398468018e-01,5.490062252942152554e+00,1.000000000000000000e+00
2.785568237304687500e-01,5.534259478037711233e+00,1.000000000000000000e+00
2.899725735187530518e-01,5.539041842559527140e+00,1.000000000000000000e+00
2.969428002834320068e-01,5.368152707518675015e+00,1.000000000000000000e+00
2.907142341136932373e-01,5.531115456966290367e+00,1.000000000000000000e+00
2.907142341136932373e-01,5.531115456966290367e+00,1.000000000000000000e+00
2.798170149326324463e-01,5.674710835186488112e+00,1.000000000000000000e+00
2.896821200847625732e-01,5.647820810192570207e+00,1.000000000000000000e+00
3.040881752967834473e-01,5.739957599122135434e+00,1.000000000000000000e+00
2.819921374320983887e-01,5.573458529461277067e+00,1.000000000000000000e+00
2.895349860191345215e-01,5.557411464309552684e+00,1.000000000000000000e+00
2.876221537590026855e-01,5.497605644037321326e+00,1.000000000000000000e+00
2.752477824687957764e-01,5.321993261151874322e+00,1.000000000000000000e+00
3.013716936111450195e-01,5.595651009858556790e+00,1.000000000000000000e+00
3.172197639942169189e-01,5.637718847918222309e+00,1.000000000000000000e+00
2.970731556415557861e-01,5.577053865366906393e+00,1.000000000000000000e+00
2.869346439838409424e-01,5.403425384931324515e+00,1.000000000000000000e+00
3.059514760971069336e-01,5.068067317841268959e+00,1.000000000000000000e+00
3.266895711421966553e-01,5.188510220892567304e+00,1.000000000000000000e+00
2.836426198482513428e-01,5.344356195195359760e+00,1.000000000000000000e+00
2.916134595870971680e-01,5.443522134111844935e+00,1.000000000000000000e+00
2.912119030952453613e-01,5.447741376614430919e+00,1.000000000000000000e+00
2.945120930671691895e-01,5.469608039556987933e+00,1.000000000000000000e+00
2.801853120326995850e-01,5.488117892104128259e+00,1.000000000000000000e+00
2.832353711128234863e-01,5.529037876405709540e+00,1.000000000000000000e+00
3.065147101879119873e-01,5.633123723564494867e+00,1.000000000000000000e+00
2.645705640316009521e-01,5.816264942730413168e+00,1.000000000000000000e+00
2.751122117042541504e-01,5.835071081610294641e+00,1.000000000000000000e+00
2.807237803936004639e-01,5.779226473181552137e+00,1.000000000000000000e+00
2.807237803936004639e-01,5.779226473181552137e+00,1.000000000000000000e+00
